GeoID_Description,GeoID_Name,SitsinState,GeoID,GeoID_Formatted,mua_type,TimeFrame,GeoVintage,Layer_Source,facility_provider_number,facility_name,facility_subcategory,address,total_beds,certified_beds,rural_status,ph_num,full_time_physicians,full_time_physician_assis,nurse_practitioners,other_full_time_personnel,hhs_region,facility_category,Point_Source,Location,ZipCode_long,Zipcode,Population,City,State,Hospital_Cost,CountyCode
Census Tract,55109120800,WI,55109120800,55109120800,Not an MUA or MUP,2024,2010,HRSA,521347,WESTERN WISCONSIN HEALTH,Critical Access Hospitals,"1100 Bergslien St, Baldwin, WI 54002-2600",25,25,Yes,715-684-1111,16,2,9.9,165.25,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),54002-2600,54002,3322,Baldwin,WI,754199500,55109
Census Tract,56025000300,WY,56025000300,56025000300,Medically Underserved Population,2024,2010,HRSA,530012,WYOMING MEDICAL CENTER,Short Term,"1233 E 2nd St, Casper, WY 82601-2988",217,217,No,307-577-2171,25.15,1,3.8,703.13,Region 8,Hospital,HRSA,United States with inhabited territories (Nation),82601-2988,82601,112,Casper,WY,609012900,56025
Census Tract,56031959400,WY,56031959400,56031959400,Not an MUA or MUP,2024,2010,HRSA,531305,PLATTE COUNTY HOSPITAL,Critical Access Hospitals,"201 14th St, Wheatland, WY 82201-3201",25,25,Yes,307-322-3636,0,0,0,97.94,Region 8,Hospital,HRSA,United States with inhabited territories (Nation),82201-3201,82201,112,Wheatland,WY,76625500,56031
Census Tract,38035011800,ND,38035011800,38035011800,Medically Underserved Area,2024,2010,HRSA,351312,NORTHWOOD DEACONESS HEALTH CENTER,Critical Access Hospitals,"PO BOX 190, Northwood, ND 58267",7,7,Yes,701-587-6060,1,0.5,3.5,13,Region 8,Hospital,HRSA,United States with inhabited territories (Nation),", ND 58267",58267,3322,Northwood,ND,537027900,38035
Census Tract,39007000900,OH,39007000900,39007000900,Not an MUA or MUP,2024,2010,HRSA,361307,UHHS MEMORIAL HOSPITAL OF GENEVA,Critical Access Hospitals,"870 W Main St, Geneva, OH 44041-1219",25,25,Yes,440-415-0151,0,0,0,130.25,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),44041-1219,44041,3322,Geneva,OH,788666600,39007
Census Tract,39007000900,OH,39007000900,39007000900,Not an MUA or MUP,2024,2010,HRSA,364054,GENERATIONS BEHAVIORAL HEALTH - GENEVA,Psychiatric,"60 West St, Geneva, OH 44041-9723",16,16,Yes,440-491-0155,1,0,1,0,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),44041-9723,44041,3322,Geneva,OH,788666600,39007
Census Tract,39007000103,OH,39007000103,39007000103,Not an MUA or MUP,2024,2010,HRSA,361308,UNIVERSITY HOSPITALS CONNEAUT MEDICAL CENTER,Critical Access Hospitals,"158 W Main Rd, Conneaut, OH 44030-2039",25,25,Yes,440-593-1131,0,0,0,89.75,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),44030-2039,44030,3322,Conneaut,OH,788666600,39007
Census Tract,39061023501,OH,39061023501,39061023501,Not an MUA or MUP,2024,2010,HRSA,363047,CINCINNATI REHABILITATION HOSPITAL LLC,Rehabilitation,"4291 Parkview Dr, Blue Ash, OH 45242-5667",40,40,No,513-788-3321,0,0,0,48,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),45242-5667,45242,3322,Blue Ash,OH,6293399200,39061
Census Tract,39061023901,OH,39061023901,39061023901,Not an MUA or MUP,2024,2010,HRSA,360179,BETHESDA NORTH,Short Term,"10500 Montgomery Rd, Montgomery, OH 45242-4402",465,465,No,513-865-5544,26.75,0,0,1751.5,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),45242-4402,45242,3322,Montgomery,OH,6293399200,39061
Census Tract,39061020802,OH,39061020802,39061020802,Not an MUA or MUP,2024,2010,HRSA,360234,MERCY HEALTH - WEST HOSPITAL,Short Term,"3300 Mercy Health Blvd, Cincinnati, OH 45211-1103",297,297,No,513-215-0201,0,0,0,35.25,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),45211-1103,45211,3322,Cincinnati,OH,6293399200,39061
Census Tract,39007001001,OH,39007001001,39007001001,Not an MUA or MUP,2024,2010,HRSA,360245,GLENBEIGH HEALTH SOURCES,Short Term,"2863 State Route 45 N, Rock Creek, OH 44084-9352",114,114,Yes,440-563-3400,0,0,1,0,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),44084-9352,44084,3322,Rock Creek,OH,788666600,39007
Census Tract,39031961700,OH,39031961700,39031961700,Not an MUA or MUP,2024,2010,HRSA,360109,COSHOCTON REGIONAL MEDICAL CENTER,Short Term,"1460 Orange St, Coshocton, OH 43812-2229",165,90,Yes,740-622-6411,0,0,0,320,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),43812-2229,43812,3322,Coshocton,OH,305606300,39031
Census Tract,39049009361,OH,39049009361,39049009361,Not an MUA or MUP,2024,2010,HRSA,360035,MOUNT CARMEL EAST,Short Term,"6001 E Broad St, Columbus, OH 43213-1502",937,937,No,614-234-5000,22.71,9,120,1683.15,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),43213-1502,43213,3322,Columbus,OH,9179981800,39049
Census Tract,39049007812,OH,39049007812,39049007812,Not an MUA or MUP,2024,2010,HRSA,360006,RIVERSIDE METHODIST HOSPITAL,Short Term,"3535 Olentangy River Rd, Columbus, OH 43214-3908",1000,1000,No,614-788-8251,28.5,0,0,3034.43,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),43214-3908,43214,3322,Columbus,OH,9179981800,39049
Census Tract,39049007203,OH,39049007203,39049007203,Not an MUA or MUP,2024,2010,HRSA,360266,MOUNT CARMEL NEW ALBANY SURGICAL HOSPITAL,Short Term,"7333 Smiths Mill Rd, New Albany, OH 43054-9291",42,42,No,614-775-6600,0,0,0,100.5,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),43054-9291,43054,3322,New Albany,OH,9179981800,39049
Census Tract,39049005100,OH,39049005100,39049005100,Medically Underserved Area,2024,2010,HRSA,364041,OHIO HOSPITAL FOR PSYCHIATRY,Psychiatric,"880 Greenlawn Ave, Columbus, OH 43223-2616",78,78,No,614-449-9664,1,0,1,0,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),43223-2616,43223,3322,Columbus,OH,9179981800,39049
Census Tract,39049010500,OH,39049010500,39049010500,Not an MUA or MUP,2024,2010,HRSA,360348,DUBLIN METHODIST HOSPITAL,Short Term,"7500 Hospital Dr, Dublin, OH 43016-8518",107,107,No,614-544-8273,1.25,0,0,263.75,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),43016-8518,43016,3322,Dublin,OH,9179981800,39049
Census Tract,39049010500,OH,39049010500,39049010500,Not an MUA or MUP,2024,2010,HRSA,364049,DUBLIN SPRINGS,Psychiatric,"7625 Hospital Dr, Dublin, OH 43016-9649",48,48,No,614-717-1800,0,0,0,25,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),43016-9649,43016,3322,Dublin,OH,9179981800,39049
Census Tract,39049009900,OH,39049009900,39049009900,Not an MUA or MUP,2024,2010,HRSA,364058,SUN BEHAVIORAL COLUMBUS,Psychiatric,"900 E Dublin Granville Rd, Columbus, OH 43229-2452",54,54,No,614-706-2786,1,0,0,70.8,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),43229-2452,43229,3322,Columbus,OH,9179981800,39049
Census Tract,39093050400,OH,39093050400,39093050400,Not an MUA or MUP,2024,2010,HRSA,362025,COMMUNITY SPECIALTY HOSPITAL,Long Term,"254 Cleveland Ave, Amherst, OH 44001-1620",30,30,No,440-988-6141,0,0,0,20,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),44001-1620,44001,3322,Amherst,OH,2607983900,39093
Census Tract,39049008110,OH,39049008110,39049008110,Not an MUA or MUP,2024,2010,HRSA,360152,DOCTORS HOSPITAL,Short Term,"5100 W Broad St, Columbus, OH 43228-1607",262,262,No,614-544-5000,4.25,0,3.5,178.25,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),43228-1607,43228,3322,Columbus,OH,9179981800,39049
Census Tract,39093013200,OH,39093013200,39093013200,Not an MUA or MUP,2024,2010,HRSA,363039,UNIVERSITY HOSPITALS AVON REHABILITATION HOSPITAL,Rehabilitation,"37900 Chester Rd, Avon, OH 44011-1044",50,50,No,440-695-7100,1,0,0,28,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),44011-1044,44011,3322,Avon,OH,2607983900,39093
Census Tract,39049005820,OH,39049005820,39049005820,Medically Underserved Area,2024,2010,HRSA,362037,SELECT SPECIALTY HOSPITAL COLUMBUS,Long Term,"1430 S High St, Columbus, OH 43207-1045",43,43,No,614-381-0041,0,0,0,42.25,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),43207-1045,43207,3322,Columbus,OH,9179981800,39049
Census Tract,39049005300,OH,39049005300,39049005300,Medically Underserved Area,2024,2010,HRSA,363305,NATIONWIDE CHILDREN'S HOSPITAL,Childrens,"700 Childrens Dr, Columbus, OH 43205-2664",378,378,No,614-722-2000,219,4,142.75,2000,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),43205-2664,43205,3322,Columbus,OH,9179981800,39049
Census Tract,39049005300,OH,39049005300,39049005300,Medically Underserved Area,2024,2010,HRSA,369810,NATIONWIDE CHILDREN'S HOSPITAL,Transplant Hospitals,"700 Childrens Dr, Columbus, OH 43205-2664",0,0,No,614-722-2000,0,0,0,0,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),43205-2664,43205,3322,Columbus,OH,9179981800,39049
Census Tract,39049007921,OH,39049007921,39049007921,Not an MUA or MUP,2024,2010,HRSA,361991,GLENMONT,Religious Nonmedical Health Care Institutions,"4599 Avery Rd, Hilliard, OH 43026-9786",37,25,No,614-876-0084,0,0,0,0,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),43026-9786,43026,3322,Hilliard,OH,9179981800,39049
Census Tract,39093060200,OH,39093060200,39093060200,Not an MUA or MUP,2024,2010,HRSA,361306,MERCY HEALTH-ALLEN HOSPITAL,Critical Access Hospitals,"200 W Lorain St, Oberlin, OH 44074-1026",25,25,Yes,440-334-7039,0,0,1,79.25,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),44074-1026,44074,3322,Oberlin,OH,2607983900,39093
Census Tract,39049001820,OH,39049001820,39049001820,Medically Underserved Area,2024,2010,HRSA,362022,"SELECT SPECIALTY HOSPITAL-COLUMBUS, INC",Long Term,"1087 Dennison Ave, Columbus, OH 43201-3201",186,186,No,614-202-0960,0,0,0,131.1,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),43201-3201,43201,3322,Columbus,OH,9179981800,39049
Census Tract,39049001820,OH,39049001820,39049001820,Medically Underserved Area,2024,2010,HRSA,363037,OHIOHEALTH REHABILITATION HOSPITAL,Rehabilitation,"1087 Dennison Ave, Columbus, OH 43201-3201",44,44,No,614-484-9676,0,0,0,36,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),43201-3201,43201,3322,Columbus,OH,9179981800,39049
Census Tract,39155921500,OH,39155921500,39155921500,Not an MUA or MUP,2024,2010,HRSA,360161,MH ST JOSEPH WARREN HOSPITAL,Short Term,"667 Eastland Ave SE, Warren, OH 44484-4503",219,219,No,330-841-4016,0,1,4.1,0,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),44484-4503,44484,3322,Warren,OH,1722469800,39155
Census Tract,39155931900,OH,39155931900,39155931900,Not an MUA or MUP,2024,2010,HRSA,363049,"MERCY HEALTH REHABILITATION HOSPITAL, LLC",Rehabilitation,"3180 Belmont Ave, Youngstown, OH 44505-1802",60,60,No,234-264-8500,1,0,0,1,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),44505-1802,44505,3322,Youngstown,OH,1925120600,39099
Census Tract,39155931900,OH,39155931900,39155931900,Not an MUA or MUP,2024,2010,HRSA,364038,BELMONT PINES HOSPITAL,Psychiatric,"615 Churchill Hubbard Rd, Youngstown, OH 44505-1332",53,53,No,330-545-7924,2,0,0,57.25,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),44505-1332,44505,3322,Youngstown,OH,1925120600,39099
Census Tract,39155931900,OH,39155931900,39155931900,Not an MUA or MUP,2024,2010,HRSA,364060,GENERATIONS BEHAVIORAL HEALTH-YOUNGSTOWN LLC,Psychiatric,"196 Colonial Dr, Youngstown, OH 44505-2139",76,76,No,234-232-7478,1,0,2,70,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),44505-2139,44505,3322,Youngstown,OH,1925120600,39099
Census Tract,39155933001,OH,39155933001,39155933001,Not an MUA or MUP,2024,2010,HRSA,363026,"HILLSIDE REHABILITATION HOSPITAL, INC",Rehabilitation,"8747 Squires Ln NE, Warren, OH 44484-1649",120,120,No,330-841-3700,1,0,0,145.5,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),44484-1649,44484,3322,Warren,OH,1722469800,39155
Census Tract,39045033000,OH,39045033000,39045033000,Not an MUA or MUP,2024,2010,HRSA,360358,DILEY RIDGE MEDICAL CENTER,Short Term,"7911 Diley Rd, Canal Winchester, OH 43110-9653",10,10,No,614-838-7911,0,0,0,22.15,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),43110-9653,43110,3322,Canal Winchester,OH,9179981800,39049
Census Tract,39117965200,OH,39117965200,39117965200,Not an MUA or MUP,2024,2010,HRSA,361313,MORROW COUNTY HOSPITAL,Critical Access Hospitals,"651 W Marion Rd, Mount Gilead, OH 43338-1027",25,25,Yes,419-946-5015,0,0,0,132.5,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),43338-1027,43338,3322,Mount Gilead,OH,287005000,39117
Census Tract,39113100400,OH,39113100400,39113100400,Not an MUA or MUP,2024,2010,HRSA,364068,AM BEHAVIORAL HUBER HEIGHTS,Psychiatric,"6210 Bellefontaine Rd, Dayton, OH 45424-4009",28,28,No,937-236-1800,0,0,0,55,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),45424-4009,45424,3322,Dayton,OH,4265559900,39113
Census Tract,39151700600,OH,39151700600,39151700600,Not an MUA or MUP,2024,2010,HRSA,364064,SUNRISE VISTA HEALTH AND WELLNESS,Psychiatric,"1223 Market Ave N, Canton, OH 44714-2603",12,12,No,330-999-4900,0,0,0,30,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),44714-2603,44714,3322,Canton,OH,3109756400,39151
Census Tract,39151714400,OH,39151714400,39151714400,Medically Underserved Area,2024,2010,HRSA,364031,HEARTLAND BEHAVIORAL HEALTHCARE,Psychiatric,"3000 Erie St S, Massillon, OH 44646-7976",212,212,No,330-833-3135,12,0,0,169,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),44646-7976,44646,3322,Massillon,OH,3109756400,39151
Census Tract,39123050500,OH,39123050500,39123050500,Not an MUA or MUP,2024,2010,HRSA,361314,MAGRUDER HOSPITAL,Critical Access Hospitals,"615 Fulton St, Port Clinton, OH 43452-2001",15,15,Yes,419-734-3131,8.25,0,0,172,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),43452-2001,43452,3322,Port Clinton,OH,397427400,39123
Census Tract,39151701300,OH,39151701300,39151701300,Not an MUA or MUP,2024,2010,HRSA,360084,AULTMAN HOSPITAL,Short Term,"2600 6th St SW, Canton, OH 44710-1702",808,682,No,330-363-9911,35,4,8,2699,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),44710-1702,44710,3322,Canton,OH,3109756400,39151
Census Tract,39151701300,OH,39151701300,39151701300,Not an MUA or MUP,2024,2010,HRSA,362016,"SELECT SPECIALTY HOSPITAL-NORTHEAST OHIO, INC",Long Term,"2600 6th St SW, Canton, OH 44710-1702",61,61,No,330-607-5306,0,0,0,11.4,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),44710-1702,44710,3322,Canton,OH,3109756400,39151
Census Tract,39045031300,OH,39045031300,39045031300,Medically Underserved Area - Governor's Exception,2024,2010,HRSA,360072,FAIRFIELD MEDICAL CENTER,Short Term,"401 N Ewing St, Lancaster, OH 43130-3372",250,250,Yes,740-687-8489,0,0,0,1025.5,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),43130-3372,43130,3322,Lancaster,OH,1233816800,39045
Census Tract,39169001100,OH,39169001100,39169001100,Not an MUA or MUP,2024,2010,HRSA,361323,AULTMAN ORRVILLE HOSPITAL,Critical Access Hospitals,"832 S Main St, Orrville, OH 44667-2208",25,25,Yes,330-682-3010,0,0,0,97.5,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),44667-2208,44667,3322,Orrville,OH,920205400,39169
Census Tract,39131952500,OH,39131952500,39131952500,Medically Underserved Area,2024,2010,HRSA,361334,ADENA PIKE MEDICAL CENTER,Critical Access Hospitals,"100 Dawn Ln, Waverly, OH 45690-9695",25,25,Yes,740-947-2186,3,0,0,94.5,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),45690-9695,45690,3322,Waverly,OH,226207600,39131
Census Tract,39021010500,OH,39021010500,39021010500,Not an MUA or MUP,2024,2010,HRSA,361312,MERCY HEALTH - URBANA HOSPITAL,Critical Access Hospitals,"904 Scioto St, Urbana, OH 43078-2226",25,25,Yes,937-653-5231,0,0,1,62.75,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),43078-2226,43078,3322,Urbana,OH,330123600,39021
Census Tract,39147963200,OH,39147963200,39147963200,Not an MUA or MUP,2024,2010,HRSA,360089,MERCY HEALTH - TIFFIN HOSPITAL,Short Term,"45 St Lawrence Dr, Tiffin, OH 44883-8310",120,120,Yes,419-455-7000,3,0,0,0,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),44883-8310,44883,3322,Tiffin,OH,444023800,39147
Census Tract,39147963200,OH,39147963200,39147963200,Not an MUA or MUP,2024,2010,HRSA,364055,SOJOURN AT SENECA SENIOR BEHAVIORAL HEALTH HOSPITA,Psychiatric,"50 St Lawrence Dr, Tiffin, OH 44883-8310",24,24,Yes,567-207-2230,0,0,0,6.5,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),44883-8310,44883,3322,Tiffin,OH,444023800,39147
Census Tract,39017014700,OH,39017014700,39017014700,Not an MUA or MUP,2024,2010,HRSA,360132,FORT HAMILTON HUGHES MEMORIAL HOSPITAL,Short Term,"630 Eaton Ave, Hamilton, OH 45013-2767",220,173,No,513-867-2123,56,7,7,0,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),45013-2767,45013,3322,Hamilton,OH,2941144300,39017
Census Tract,39089753300,OH,39089753300,39089753300,Not an MUA or MUP,2024,2010,HRSA,360218,LICKING MEMORIAL HOSPITAL,Short Term,"1320 W Main St, Newark, OH 43055-1822",227,227,No,220-564-4000,94,1,8,1131,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),43055-1822,43055,3322,Newark,OH,1462965800,39089
Census Tract,39089753300,OH,39089753300,39089753300,Not an MUA or MUP,2024,2010,HRSA,362031,SELECT SPECIALTY HOSPITAL SOUTHEAST OHIO,Long Term,"Tamarack Rd, Newark, OH 43055-1359",35,35,No,740-485-0867,0,0,15,20.25,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),43055-1359,43055,3322,Newark,OH,1462965800,39089
Census Tract,39055310800,OH,39055310800,39055310800,Not an MUA or MUP,2024,2010,HRSA,360075,UH REGIONAL HOSPITALS,Short Term,"13207 Ravenna Rd, Chardon, OH 44024-7032",213,213,No,440-285-6246,2,2,0,246,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),44024-7032,44024,3322,Chardon,OH,821953800,39055
Census Tract,39099812001,OH,39099812001,39099812001,Not an MUA or MUP,2024,2010,HRSA,360276,MH ST ELIZABETH BOARDMAN HOSPITAL,Short Term,"8401 Market St, Youngstown, OH 44512-6725",306,306,No,330-729-2929,3,0,0,131.7,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),44512-6725,44512,3322,Youngstown,OH,1925120600,39099
Census Tract,39099812001,OH,39099812001,39099812001,Not an MUA or MUP,2024,2010,HRSA,360352,SURGICAL HOSPITAL AT SOUTHWOODS,Short Term,"7630 Southern Blvd, Youngstown, OH 44512-5633",36,36,No,330-729-8000,0,0,0,39,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),44512-5633,44512,3322,Youngstown,OH,1925120600,39099
Census Tract,39065000600,OH,39065000600,39065000600,Medically Underserved Area,2024,2010,HRSA,361315,HARDIN MEMORIAL HOSPITAL,Critical Access Hospitals,"921 E Franklin St, Kenton, OH 43326-2020",25,25,Yes,419-673-0761,0,0,0,96.81,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),43326-2020,43326,3322,Kenton,OH,232511600,39065
Census Tract,39095007700,OH,39095007700,39095007700,Not an MUA or MUP,2024,2010,HRSA,363043,ENCOMPASS HEALTH REHAB HOSPITAL OF TOLEDO,Rehabilitation,"4647 Monroe St, Toledo, OH 43623-4418",24,24,No,567-290-3524,0,0,0,54,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),43623-4418,43623,3322,Toledo,OH,3461952200,39095
Census Tract,39099811902,OH,39099811902,39099811902,Not an MUA or MUP,2024,2010,HRSA,362023,SELECT SPECIALTY HOSPITAL-BOARDMAN,Long Term,"8049 South Ave, Youngstown, OH 44512-6154",45,45,No,330-726-5021,0,0,0,28,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),44512-6154,44512,3322,Youngstown,OH,1925120600,39099
Census Tract,39095007101,OH,39095007101,39095007101,Not an MUA or MUP,2024,2010,HRSA,364036,ARROWHEAD BEHAVIORAL HEALTH,Psychiatric,"1725 Timber Line Rd, Maumee, OH 43537-4015",42,42,No,419-891-9333,0,0,0,8,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),43537-4015,43537,3322,Maumee,OH,3461952200,39095
Census Tract,39095010100,OH,39095010100,39095010100,Not an MUA or MUP,2024,2010,HRSA,360259,BAY PARK COMMUNITY HOSPITAL,Short Term,"2801 Bay Park Dr, Oregon, OH 43616-4920",92,92,No,419-690-7706,0,0,0,233.25,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),43616-4920,43616,3322,Oregon,OH,3461952200,39095
Census Tract,39095008100,OH,39095008100,39095008100,Not an MUA or MUP,2024,2010,HRSA,362036,REGENCY HOSPITAL OF TOLEDO,Long Term,"5220 Alexis Rd, Sylvania, OH 43560-2504",45,45,No,419-972-3200,0,0,0,63,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),43560-2504,43560,3322,Sylvania,OH,3461952200,39095
Census Tract,39095002200,OH,39095002200,39095002200,Medically Underserved Area,2024,2010,HRSA,360112,MERCY HEALTH ST VINCENT MEDICAL CENTER,Short Term,"2213 Cherry St, Toledo, OH 43608-2603",568,568,No,419-251-3232,69.75,1,24,1270,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),43608-2603,43608,3322,Toledo,OH,3461952200,39095
Census Tract,39095002200,OH,39095002200,39095002200,Medically Underserved Area,2024,2010,HRSA,363309,"NATIONWIDE CHILDREN?S HOSPITAL TOLEDO, LLC",Childrens,"2213 Cherry St, Toledo, OH 43608-2603",76,76,No,419-251-3232,25.5,1,15.1,15.5,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),43608-2603,43608,3322,Toledo,OH,3461952200,39095
Census Tract,39063000100,OH,39063000100,39063000100,Not an MUA or MUP,2024,2010,HRSA,361318,FOSTORIA COMMUNITY HOSPITAL,Critical Access Hospitals,"501 Van Buren St, Fostoria, OH 44830-1534",15,15,Yes,419-435-7734,1.75,0,0,118,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),44830-1534,44830,3322,Fostoria,OH,444023800,39147
Census Tract,39035152101,OH,39035152101,39035152101,Not an MUA or MUP,2024,2010,HRSA,360082,EUCLID HOSPITAL,Short Term,"18901 Lake Shore Blvd, Cleveland, OH 44119-1078",148,148,No,216-531-9000,0,17,0,551.84,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),44119-1078,44119,3322,Cleveland,OH,10223354800,39035
Census Tract,39153532705,OH,39153532705,39153532705,Not an MUA or MUP,2024,2010,HRSA,364011,NORTHCOAST BEHAVIORAL HEALTHCARE NORTHFIELD CAMPUS,Psychiatric,"1756 Sagamore Rd, Northfield, OH 44067-1086",260,260,No,330-467-7131,22,0,0,231,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),44067-1086,44067,3322,Northfield,OH,4431194700,39153
Census Tract,39035154601,OH,39035154601,39035154601,Not an MUA or MUP,2024,2010,HRSA,360143,MARYMOUNT HOSPITAL,Short Term,"12300 McCracken Rd, Cleveland, OH 44125-2914",349,349,No,216-581-0500,30,5,10,567,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),44125-2914,44125,3322,Cleveland,OH,10223354800,39035
Census Tract,39153509000,OH,39153509000,39153509000,Not an MUA or MUP,2024,2010,HRSA,363035,SUMMA REHAB HOSPITAL,Rehabilitation,"29 N Adams St, Akron, OH 44304-1641",60,60,No,330-572-7300,0,0,0,87,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),44304-1641,44304,3322,Akron,OH,4431194700,39153
Census Tract,39129020310,OH,39129020310,39129020310,Medically Underserved Area - Governor's Exception,2024,2010,HRSA,360170,BERGER HOSPITAL,Short Term,"600 N Pickaway St, Circleville, OH 43113-1447",94,94,Yes,740-420-8008,0,0,1,262.5,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),43113-1447,43113,3322,Circleville,OH,443168000,39129
Census Tract,39035172202,OH,39035172202,39035172202,Not an MUA or MUP,2024,2010,HRSA,360230,HILLCREST HOSPITAL,Short Term,"6780 Mayfield Rd, Cleveland, OH 44124-2203",532,447,No,440-312-4500,0.5,10.5,0,760,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),44124-2203,44124,3322,Cleveland,OH,10223354800,39035
Census Tract,39153508900,OH,39153508900,39153508900,Medically Underserved Area,2024,2010,HRSA,360020,SUMMA HEALTH SYSTEM,Short Term,"525 E Market St, Akron, OH 44304-1619",1093,1061,No,330-375-3000,4.75,0,6.5,1777,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),44304-1619,44304,3322,Akron,OH,4431194700,39153
Census Tract,39171950300,OH,39171950300,39171950300,Not an MUA or MUP,2024,2010,HRSA,361327,COMMUNITY HOSPITALS AND WELLNESS CENTERS,Critical Access Hospitals,"909 E Snyder Ave, Montpelier, OH 43543-1251",35,35,Yes,419-485-3154,0.5,0,0,30,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),43543-1251,43543,3322,Montpelier,OH,309765400,39171
Census Tract,39171950700,OH,39171950700,39171950700,Not an MUA or MUP,2024,2010,HRSA,360121,COMMUNITY HOSPITALS AND WELLNESS CENTERS,Short Term,"433 W High St, Bryan, OH 43506-1690",70,70,Yes,419-636-1131,0,0,0,250,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),43506-1690,43506,3322,Bryan,OH,309765400,39171
Census Tract,39035119100,OH,39035119100,39035119100,Not an MUA or MUP,2024,2010,HRSA,360137,UH CLEVELAND MEDICAL CENTER,Short Term,"11100 Euclid Ave, Cleveland, OH 44106-1716",1037,1037,No,216-844-1000,4,19.25,119,3181,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),44106-1716,44106,3322,Cleveland,OH,10223354800,39035
Census Tract,39035119100,OH,39035119100,39035119100,Not an MUA or MUP,2024,2010,HRSA,363302,RAINBOW BABIES AND CHILDRENS HOSPITAL,Childrens,"11100 Euclid Ave, Cleveland, OH 44106-1716",244,244,No,216-844-1000,0,2,0,2729.75,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),44106-1716,44106,3322,Cleveland,OH,10223354800,39035
